Store,Weekly_Sales_sum,Weekly_Sales_mean,Temperature_mean,Fuel_Price_mean,CPI_mean,Unemployment_mean,Size_mean,PC1,PC2,Customer_Type
1,222402808.85,21710.543620655993,68.22446310035143,3.2188105232331123,215.99552501145064,7.610918196017181,151315.0,1.0498580154896926,-1.5431627911257295,Medium Value
2,275382440.98,26898.070031256106,68.1054346552061,3.2198982223090447,215.65186905915218,7.623278765383864,202307.0,2.3248029352282287,-1.5988560092450943,High Value
3,57586735.07,6373.03398295706,71.29862660469234,3.2191123284639223,219.4028429850819,7.175602257636122,37392.0,-2.4790648547500513,-1.5576867316574774,Low Value
4,299543953.38,29161.210414719626,62.17686721183801,3.216237246884735,128.68007016234424,5.965849201713396,205863.0,3.037006400435679,-0.6394435309964636,High Value
5,45475688.9,5053.4158128680965,69.20361929103234,3.220912101344594,216.57651613630404,6.296549283253695,34875.0,-2.630030749885333,-1.6978029164853619,Low Value
6,223756130.64,21913.243623543236,69.63993536382333,3.2209771814709627,217.5649455291842,6.606212613847811,202505.0,1.5487532561472104,-1.8698039884992663,High Value
7,81598275.14,8358.76614833026,39.60281499692686,3.239985146486376,193.67174027215736,8.585175271460766,70713.0,-1.4818562746124004,-0.38667350341623474,Low Value
8,129951181.13,13133.014768064679,62.44743405760485,3.219253764527539,219.4384744387064,6.091934108135422,155078.0,-0.19590179030152705,-1.8648875544383379,Medium Value
9,77789218.99,8772.890378933122,67.64658621856321,3.22391327393707,219.68364131026277,6.095641930754483,125833.0,-1.2660859884459987,-1.855007652973749,Medium Value
10,271617713.89,26332.303818710614,72.14783131362094,3.5724896752302473,128.6641618140475,8.371005041202134,126512.0,1.793041970043423,1.4742065288781405,Medium Value
11,193962786.8,19276.762750944148,72.4622172530312,3.2222447823494336,219.42586008023255,7.1743737825482015,207499.0,1.0846848224630248,-1.7652669084310029,High Value
12,144287230.15,14867.308619268419,70.14044100978877,3.607415868109222,128.68969150253477,13.110471818650181,112238.0,-0.43360665852889335,2.9490330422323643,Medium Value
13,286517703.8,27355.136891350012,53.60304659156006,3.284580962383044,128.67421433683407,7.004905098338744,219622.0,2.9827232646142887,0.018358280460137075,High Value
14,288999911.34,28784.85172709163,57.79178984063744,3.4177022908366532,186.28784981125497,8.649211653386455,200898.0,2.7672296001960897,0.07904184617125483,High Value
15,89133683.92,9002.493073426927,51.75050600949399,3.578823048176952,135.09456963278456,7.995937582062418,123737.0,-0.8025590954298266,1.6511975282810725,Medium Value
16,74252425.4,7863.224123689506,45.00692576511702,3.2488374457269935,193.7457909417558,6.470401673197077,57197.0,-1.6567908593518084,-0.939281462660744,Low Value
17,127782138.83,12954.3936364558,46.32989355231144,3.288494525547445,128.69841028928428,6.547021897810219,93188.0,-0.4004640426537949,0.1870609109683185,Medium Value
18,155114734.21,15733.313136220713,53.29159651080231,3.444137843594685,135.10867884898065,8.834348615478243,120653.0,0.1255846690136545,1.22811070190893,Medium Value
19,206634862.1,20362.126734331887,52.19593220338982,3.57747920772566,135.08713003175995,7.996612337406386,203819.0,1.7173067775648514,1.5092445734974453,High Value
20,301397792.46,29508.30159193264,55.351515566869004,3.418722537693362,209.04786308029173,7.370847366359899,203742.0,2.9920615035956497,-0.5783004642671733,High Value
21,108117878.92,11283.435495721144,68.76946670841161,3.219385097056982,215.66470548953245,7.620940722187435,140167.0,-0.7830130050281451,-1.4616530870977087,Medium Value
